"","Gene","N.sums","MF.score","MF.rank","MF.nfold.min"
"Rundc1","217201",1,1.34210324435207e-08,946,1879
"Tmem106a","217203",13,9.91202666078697e-07,12176,13220
"Dhx8","217207",3,1.03493329120069e-07,4168,5075
"Pyy","217212",4,4.84994158103256e-07,9530,6511.5
"Nags","217214",8,2.22992353004307e-07,6521,8209
"BC030867","217216",3,1.3194496099527e-07,4843,5747
"Asb16","217217",0,0,335.5,335.5
"Atxn7l3","217218",3,5.14427860779259e-08,2577,3750
"Fam171a2","217219",14,5.27637441333697e-07,9854,11411
"Cdc27","217232",8,3.1121169816952e-07,7820,8480.5
"Abca8a","217258",30,3.01478470878882e-06,15536,16358
"Abca9","217262",2,7.09702684095815e-08,3279,3169
"Abca5","217265",7,3.12380915258718e-07,7833,8912.5
"BC006965","217294",4,8.45792174063934e-07,11586,10071
"Cd300a","217303",23,2.01813388473777e-06,14529,15324
"Cd300lb","217304",21,5.21219313686769e-06,16511,16722
"Cd300ld","217305",6,9.38543535481732e-07,11968,12138
"Hid1","217310",14,5.25773006619579e-07,9838,11398.5
"Slc16a5","217316",15,3.44658173039726e-06,15814,16023
"Llgl2","217325",8,3.61623038124384e-07,8405,9792.5
"Myo15b","217328",6,4.76331835155946e-07,9463,10175.5
"Unk","217331",1,1.34210324435207e-08,946,1879
"Trim47","217333",15,1.38783876106947e-06,13319,12314.5
"Fbf1","217335",3,4.86282836340407e-08,2476.5,3765.5
"Srp68","217337",2,3.89372797098375e-08,2180,2535
"Rnf157","217340",17,3.11808735787134e-06,15609,16074.5
"Qrich2","217341",1,1.80346326264178e-08,1460.5,1475.5
"Ube2o","217342",4,1.96659298215762e-07,6091,5982
"Rhbdf2","217344",13,1.12525325262461e-06,12609,13751.5
"Tnrc6c","217351",2,2.94282492652103e-08,1699,2904
"Tmc6","217353",6,4.86084732283077e-07,9542,9439
"Tmc8","217356",2,5.91614035247341e-07,10295,3800.5
"Engase","217364",0,0,335.5,335.5
"Nploc4","217365",1,1.34210324435207e-08,946,1879
"Lrrc45","217366",1,1.34210324435207e-08,946,1879
"Uts2r","217369",3,2.16591003675207e-07,6408.5,3765.5
"BC017643","217370",3,6.73173167877438e-08,3155,4161
"Rab40b","217371",16,1.46982663032149e-06,13542,14444
"Dnajc27","217378",10,2.91288561489967e-07,7548,9282
"Ubxn2a","217379",6,3.82636626658006e-07,8625,8490
"Trib2","217410",29,2.29609475063701e-06,14889,15416.5
"Pqlc3","217430",10,4.79258168287514e-07,9480,11112
"Nol10","217431",4,1.92955822052178e-07,6018,6175
"Trappc12","217449",2,3.00516201588448e-08,1766,2631
"Snx13","217463",6,1.88371041155292e-07,5942,7169
"Ankmy2","217473",6,7.44435198076764e-07,11132,8046
"Dgkb","217480",9,1.09741545085005e-06,12522,13663.5
"Stxbp6","217517",23,2.14036174266418e-06,14713,15740
"G2e3","217558",21,8.88442999175771e-07,11775,13475.5
"Baz1a","217578",20,3.25740623591142e-06,15700,15083.5
"Mbip","217588",3,2.58311674880569e-07,7053,4021.5
"Ctage5","217615",4,1.54041298604691e-07,5288,4849.5
"Gm527","217648",3,8.60534779252337e-08,3684.5,3926.5
"Mis18bp1","217653",35,3.60591484983103e-06,15905,16585.5
"Mgat2","217664",8,4.96162930161736e-07,9616,10543.5
"L2hgdh","217666",4,9.38641137385001e-08,3893,5230
"Plekhd1","217682",12,1.55149790399e-06,13743,14655
"Susd6","217684",4,2.28257348897711e-07,6596,7237
"Sipa1l1","217692",11,5.49964188173058e-07,10031,11607
"Zfyve1","217695",6,1.69887850454352e-07,5578,6427
"Acot5","217698",4,8.70961765457932e-07,11691,12114
"Acot6","217700",0,0,335.5,335.5
"Coq6","217707",1,1.34210324435207e-08,946,1879
"Lin52","217708",2,9.19349627638072e-08,3838,2970.5
"Eif2b2","217715",3,7.4449343899101e-08,3354.5,3841.5
"Mlh3","217716",1,3.07810412179689e-08,1828,1184
"Nek9","217718",3,7.09735127228237e-08,3280.5,3856.5
"Mfsd7c","217721",9,6.03505094665924e-07,10386,11560.5
"Cipc","217732",14,1.61331756081204e-06,13858,14108
"Tmem63c","217733",1,1.34210324435207e-08,946,1879
"Pomt2","217734",7,3.08102984443312e-07,7753,8338
"Ahsa1","217737",1,1.34210324435207e-08,946,1879
"Lysmd1","217779",0,0,335.5,335.5
"Kcnk13","217826",7,4.40407675021557e-07,9168,10676.5
"Nrde2","217827",1,1.34210324435207e-08,946,1879
"9030617O03Rik","217830",9,6.18549792974824e-07,10464,11185.5
"Rin3","217835",8,2.97453676823306e-07,7621,9289
"Itpk1","217837",4,1.57034593051261e-07,5338,6366
"Ifi27l2b","217845",2,7.13385572363108e-08,3293,4097.5
"Serpina10","217847",4,9.00343989070526e-08,3780.5,5003
"Rcor1","217864",7,2.80094372121405e-07,7377,8280.5
"Cdc42bpb","217866",5,1.57485174830523e-07,5345.5,5910.5
"Eif5","217869",5,1.48317561829703e-07,5181,6398.5
"Cep170b","217882",8,5.77271698754376e-07,10200,11192
"BC022687","217887",14,6.26016927383023e-07,10517,12093.5
"Pacs2","217893",12,5.05726784104093e-07,9695,11376
"Wdr60","217935",4,1.21186830487091e-07,4609,5636
"Rapgef5","217944",22,2.0265778389537e-06,14545,15005
"Cdca7l","217946",17,1.0171462509994e-06,12272,13366.5
"Tmem196","217951",9,1.37650210257566e-06,13296,12775.5
"Larp4b","217980",4,2.22728332130372e-07,6516.5,7041.5
"Heatr1","217995",5,2.25900343099057e-07,6564,7084
"Pou6f2","218030",2,3.04264550646644e-08,1795,2723
"Vps41","218035",9,1.20171118473848e-06,12840,10395
"Amph","218038",17,3.18586170202572e-06,15655,15155.5
"Zfp322a","218100",2,3.14556650699385e-08,1897,3033
"Slc17a2","218103",6,2.72831575624608e-07,7260,7588
"Mboat1","218121",15,1.0054131556284e-06,12235,11824.5
"Gmds","218138",13,6.22789803037571e-07,10495,11941.5
"Phactr1","218194",18,3.83925715164052e-06,16021,14460.5
"Mylip","218203",10,5.24129302024573e-07,9830,11265.5
"Nup153","218210",9,5.112931219454e-07,9741,10862
"Kdm1b","218214",9,4.18761053743482e-07,8972,10495
"Rnf144b","218215",21,2.65484828167237e-06,15254,15372
"Ptpdc1","218232",14,4.44294508398776e-07,9198,11069
"Fam120a","218236",9,5.83903571280593e-07,10243,11652
"B4galt7","218271",3,5.49444965315271e-08,2688,3669
"Cdc14b","218294",14,1.24909021367255e-06,12958,12884.5
"Zfp455","218311",3,5.75394253557377e-06,16639,5290
"Zfp595","218314",0,0,335.5,335.5
"Ice1","218333",8,5.75881460111495e-07,10196,10720
"Clptm1l","218335",1,1.34210324435207e-08,946,1879
"Rfesd","218341",7,2.66841812156343e-07,7166,8900
"Ttc37","218343",3,8.47491313196488e-08,3668.5,4477.5
"Rasa1","218397",8,6.35593194233117e-07,10577,9623
"Ankrd34b","218440",9,1.30540842689454e-06,13102,11999.5
"Serinc5","218442",10,6.37264200860441e-07,10589,11036
"Lhfpl2","218454",36,4.97993935090014e-06,16450,16669
"Wdr41","218460",2,5.84421270774114e-08,2812.5,2794.5
"Pde8b","218461",18,1.24734245050813e-06,12952,14120.5
"Btf3","218490",5,3.12559743516918e-07,7836,8968
"Fcho2","218503",9,5.25036212747943e-07,9836,11174
"Mrps27","218506",1,4.50210946338907e-08,2319,1246
"Marveld2","218518",23,1.38748995015541e-06,13318,14499
"Srek1","218543",10,5.32229641094492e-07,9899,10433
"Sgtb","218544",8,4.45962090455239e-07,9214,9738
"Depdc1b","218581",14,9.29961263704436e-07,11938,13235.5
"Mier3","218613",6,3.10919001063386e-07,7814,9021.5
"Il31ra","218624",4,8.76404794679518e-07,11711,8702
"Dhx29","218629",2,5.84421270774114e-08,2812.5,2794.5
"Ccno","218630",4,6.37573145719964e-07,10594,9529.5
"Arl15","218639",5,1.66076975931213e-07,5504,6687
"Paip1","218693",22,9.63029846956094e-06,17121,17303
"Pxk","218699",6,2.20605287104436e-07,6466,7942
"3830406C13Rik","218734",3,6.6797875980009e-08,3136.5,3609.5
"Slc4a7","218756",16,1.87148418943096e-06,14311,14276
"Lrrc3b","218763",5,1.09919223229619e-06,12526,11330
"Rarb","218772",15,2.26179195053619e-06,14848,15362.5
"Ube2e2","218793",10,4.4583138735218e-07,9211,10639.5
"Sec24c","218811",1,1.34210324435207e-08,946,1879
"Zfp503","218820",21,3.47903058109874e-06,15831,16430.5
"Polr3a","218832",9,5.40877488753388e-07,9963,10387.5
"Fam208a","218850",4,1.10115938459343e-07,4320,5225
"Chdh","218865",29,4.77444857858353e-06,16388,15941
"Oxnad1","218885",4,8.69749218481703e-08,3714.5,4990.5
"Wapal","218914",8,2.9193539021612e-07,7554,8532.5
"4930474N05Rik","218921",1,1.80346326264178e-08,1460.5,1475.5
"Fermt2","218952",12,2.40077019080572e-06,15005,11470.5
"Wdhd1","218973",10,4.52513713381809e-07,9269,10481.5
"Mapk1ip1l","218975",6,3.0289891279048e-07,7698,8784
"Dlgap5","218977",18,1.20600117629886e-06,12850,13679.5
"Ttc5","219022",1,4.50210946338907e-08,2319,1246
"Tmem55b","219024",0,0,335.5,335.5
"Ang4","219033",7,2.7332562880505e-06,15326,15780
"Haus4","219072",7,4.63465740489698e-07,9367,9996
"Khnyn","219094",1,3.76096056738152e-08,2156,943
"Cenpj","219103",12,2.16448879387789e-06,14743,11836.5
"Zmym5","219105",6,4.52508121771303e-07,9268,9177
"Ska3","219114",18,1.41792894642049e-06,13401,14216
"Shisa2","219134",35,6.1975160832656e-06,16730,17047
"Mtmr6","219135",8,5.5907769084845e-06,16600,11315.5
"Spata13","219140",28,2.95490895624488e-06,15490,16340
"Fam167a","219148",17,1.82838022626214e-06,14249,14866
"Xkr6","219149",2,4.97619961580021e-08,2521.5,3206.5
"Scara3","219151",20,2.63909284564554e-06,15234,15044.5
"Ccar2","219158",1,1.34210324435207e-08,946,1879
"Fam216b","219170",5,1.90267088250862e-07,5978,7264
"Akap11","219181",4,2.79160809950872e-07,7365,4893
"Vwa8","219189",11,8.15939262347544e-07,11456,11271
"Pcdh17","219228",23,6.18483368584123e-06,16726,16571
"Tdrd3","219249",8,2.3334970803106e-07,6669,8392.5
"Pcdh20","219257",9,1.393964494807e-06,13337,12854.5
"Sox21","223227",13,8.10926768809e-07,11428,12680
"Farp1","223254",15,7.94054331144958e-07,11368,12422.5
"Stk24","223255",5,9.45493599960843e-08,3909,5530
"Timm8a2","223262",7,3.61470812227601e-07,8402,9441.5
"Ggact","223267",8,2.56682157368944e-07,7035,8417
"Itgbl1","223272",20,1.55008752269115e-06,13738,14812
"Ranbp3l","223332",14,2.19321534505974e-06,14772,15256
"Ugt3a2","223337",7,4.7675484307116e-07,9465,9578
"9230109A22Rik","223413",1,9.50836070156489e-08,3933.5,979.5
"Fam105a","223433",15,9.79911283165388e-07,12125,13364
"Trio","223435",12,4.89052393416188e-07,9572,11049.5
"Dap","223453",11,3.28916969108722e-07,8028,9816.5
"March6","223455",4,1.73129544520908e-06,14083,13460
"Nipal2","223473",7,3.62852160085157e-07,8421,8828.5
"Dcaf13","223499",2,5.84421270774114e-08,2812.5,2794.5
"Abra","223513",11,7.68976342509328e-07,11232,12127
"Eny2","223527",11,4.023081348348e-07,8814,10626
"E430025E21Rik","223593",2,3.14556650699385e-08,1897,3033
"Fam49b","223601",11,4.72583959416002e-07,9431,10883
"Them6","223626",6,2.49950308189271e-06,15104,7118
"BC025446","223631",7,1.94924280256426e-07,6059,7585
"Zc3h3","223642",2,3.30126394428334e-08,1978.5,3197.5
"Naprt","223646",11,3.79817413319415e-07,8597,10330
"Ccdc166","223648",3,6.12074962826333e-08,2941,3867
"Nrbp2","223649",11,4.63193856162925e-07,9359,10785
"Eppk1","223650",20,2.12103781970563e-06,14683,14538
"Mroh1","223658",3,2.55742228227063e-07,7021,3597.5
"Lrrc14","223664",3,2.84756106039264e-07,7446.5,5086.5
"C030006K11Rik","223665",4,1.09659535610251e-07,4314,5761
"Arhgap39","223666",5,1.02005127170529e-07,4116,5368
"Zfp7","223669",11,1.01847812946355e-06,12278,12810.5
"Ankrd54","223690",4,9.34821823249729e-08,3881,4934
"Eif3l","223691",5,1.85617422907509e-07,5887,7255
"Tmem184b","223693",3,7.80855131426999e-08,3467,3623
"Tomm22","223696",4,9.99655911654179e-08,4062.5,5155.5
"Sun2","223697",4,1.52599225725876e-07,5264,6410.5
"Mkl1","223701",4,2.86034440076408e-07,7469,7875.5
"Cyp2d34","223706",4,6.87742345861053e-07,10866,5601
"Mcat","223722",1,1.34210324435207e-08,946,1879
"Ttll12","223723",3,1.35539968674676e-07,4926,5916
"Mpped1","223726",5,5.05435717304508e-07,9694,7813
"Ldoc1l","223732",7,2.15252653936088e-07,6395,6995
"5031439G07Rik","223739",7,3.13253929696328e-07,7843,9260
"Gramd4","223752",7,3.23376692074814e-07,7965,8696
"Cerk","223753",20,1.3908124319119e-06,13333,13764.5
"Tbc1d22a","223754",2,1.42288838559329e-07,5047,2423.5
"Brd1","223770",2,7.47625142157153e-08,3364.5,2178.5
"Alg12","223774",2,5.63578783543443e-08,2719.5,2510.5
"Pim3","223775",13,1.49412122627533e-06,13607,14412
"Selo","223776",3,5.33888618377976e-08,2630,4050
"Adm2","223780",5,2.12324089616247e-07,6346,7597.5
"Smgc","223809",3,4.47844184492647e-07,9234,6080
"Mroh2b","223825",1,3.07810412179689e-08,1828,1184
"Gxylt1","223827",3,4.74628818916281e-08,2441,3881
"Pphln1","223828",5,1.41081082489551e-07,5021,5951.5
"Adamts20","223838",23,3.1039416025047e-06,15598,16168
"Dbx2","223843",4,3.52876288441252e-07,8296,6783.5
"Rapgef3","223864",21,1.99555607631352e-06,14503,15114
"Senp1","223870",1,4.29368459108236e-08,2249,1068
"Rnd1","223881",19,4.32199796222953e-06,16224,16649
"Krt73","223915",8,1.44791524742722e-06,13490,13754.5
"Krt79","223917",11,1.99310243272581e-06,14498,14539
"Spryd3","223918",2,3.04264550646644e-08,1795,2723
"Soat2","223920",11,6.97846869396349e-07,10908,11620
"Aaas","223921",2,5.39680901016799e-08,2647.5,2659.5
"Atf7","223922",0,0,335.5,335.5
"Rmi2","223970",2,2.21287100178757e-07,6489,2164.5
"Cpped1","223978",2,3.499126328166e-08,2081.5,2597.5
"Marf1","223989",4,8.17795213213185e-08,3588,4859
"Spidr","224008",4,1.37597074747414e-07,4967,6001.5
"Fgd4","224014",23,1.66406437593624e-06,13951,14599
"Tmem191c","224019",16,8.98059886555084e-07,11803,13000
"Pi4ka","224020",4,2.77756765039778e-07,7339,4840
"Slc7a4","224022",11,7.61460530455861e-07,11203,12290.5
"Klhl22","224023",6,2.28884016839227e-07,6606,7186
"Scarf2","224024",10,5.18509283120494e-07,9785,10261.5
"Eif2b5","224045",3,2.78532035293081e-07,7354,6973
"Atp13a4","224079",9,7.43091496974539e-07,11124,12095
"Atp13a3","224088",12,5.0004694958435e-07,9653,11005
"Tmem44","224090",6,2.24124580080192e-07,6534,7836.5
"Lsg1","224092",1,1.34210324435207e-08,946,1879
"Fam43a","224093",14,1.58607974174719e-06,13800,14565.5
"Pak2","224105",3,7.80142933516037e-08,3462.5,3579.5
"Nrros","224109",12,9.78548348403527e-07,12118,13147.5
"Ubxn7","224111",3,2.83668203587096e-07,7430,5692
"Muc20","224116",3,5.38555081272116e-07,9943,3997
"Dirc2","224132",11,1.2397180619756e-06,12934,12486
"Golgb1","224139",2,4.02826052498529e-08,2195.5,2367.5
"Poglut1","224143",1,1.34210324435207e-08,946,1879
"Dzip3","224170",19,1.23626257282095e-06,12922,13235.5
"C330027C09Rik","224171",35,4.3026044633135e-06,16217,16792.5
"Cldnd1","224250",11,5.85823018983718e-07,10256,11668
"Crybg3","224273",10,7.32278882875644e-07,11082,11986.5
"Rbm11","224344",5,3.90518804880293e-06,16059,6704.5
"Cyyr1","224405",3,3.19151707157004e-07,7910,5448
"Map3k7cl","224419",3,7.19758251727459e-07,11020,10767
"Scaf4","224432",2,3.89372797098375e-08,2180,2535
"Setd4","224440",4,1.7774232797009e-07,5738,5852
"Zdhhc14","224454",33,6.5099325492415e-06,16800,16940
"Tfb1m","224481",2,6.10283114555803e-08,2937,3253
"4732491K20Rik","224523",3,1.26916726133867e-07,4715,5374.5
"Zfp160","224585",0,0,335.5,335.5
"Zfp758","224598",3,6.45870735126165e-08,3078,4043
"Flywch1","224613",4,7.95452177224117e-08,3515.5,4996.5
"Tbc1d24","224617",19,5.83627059997717e-05,17546,15189.5
"Traf7","224619",3,7.49345418295402e-08,3372,4066
"Rab40c","224624",8,1.63724671212543e-06,13901,12622
"Bnip1","224630",4,1.07580752341779e-07,4250,5386
"Lemd2","224640",0,0,335.5,335.5
"D17Wsu92e","224647",2,6.65517323714223e-08,3125,2210
"Uhrf1bp1","224648",2,6.70312345936543e-08,3142.5,2220.5
"Anks1","224650",4,2.72246518776441e-07,7253,6332.5
"Zfp523","224656",1,1.34210324435207e-08,946,1879
"Slc26a8","224661",2,6.85494646398491e-08,3184,3372.5
"Btbd9","224671",5,1.7286940875149e-07,5636.5,7066
"Slc37a1","224674",4,1.5542538091031e-07,5305,5050
"Zfp472","224691",4,2.00472698596857e-07,6137,7163
"Zfp81","224694",2,5.1997841779692e-07,9801,2190.5
"Adamts10","224697",13,6.37296099403846e-07,10590,12189
"March2","224703",11,4.30919429684486e-07,9077,10531
"Vps52","224705",1,1.34210324435207e-08,946,1879
"Bag6","224727",3,1.24472535387689e-07,4672.5,4647.5
"Abcf1","224742",4,1.67143262796871e-07,5523,6210
"Trim31","224762",3,1.56910119656893e-07,5337,5879
"Adgrf5","224792",19,1.99254525085525e-06,14495,14180
"Enpp4","224794",12,1.3211003922188e-06,13151,13274
"Clic5","224796",24,2.5046414668437e-06,15110,15210
"Aars2","224805",2,5.17080719178739e-08,2588.5,3548.5
"Tmem63b","224807",2,2.94282492652103e-08,1699,2904
"Lrrc73","224813",6,1.52873500837083e-07,5270,6590
"Abcc10","224814",3,1.93766917923061e-07,6037,6203.5
"Rrp36","224823",2,1.16019544970286e-07,4476.5,2395.5
"Pex6","224824",6,2.40694166334398e-07,6809,8018
"Ubr2","224826",3,1.3302496759143e-07,4881.5,3792.5
"AI661453","224833",9,5.18939611441822e-07,9789,10515
"Usp49","224836",1,1.80346326264178e-08,1460.5,1475.5
"Treml4","224840",12,2.55273760496825e-06,15166,15518
"Plcl2","224860",7,3.58135525510086e-07,8345,9639
"Zfp959","224893",1,1.34210324435207e-08,946,1879
"Dpp9","224897",4,1.55253576605658e-07,5304,5833
"Safb2","224902",7,2.91633221118354e-07,7552,8929.5
"Safb","224903",3,9.16036429288562e-08,3827,4542.5
"2410015M20Rik","224904",2,7.06686297904838e-08,3248,2423.5
"Dus3l","224907",1,1.34210324435207e-08,946,1879
"Crb3","224912",12,1.28837058713149e-06,13064,13463.5
"Pja2","224938",13,3.94267553931636e-07,8741,10526
"Dlgap1","224997",15,1.76801408844207e-06,14153,14647
"BC027072","225004",3,1.44766560109362e-07,5101.5,6258.5
"Lclat1","225010",3,2.30184075451819e-07,6627,5507.5
"Fez2","225020",5,2.72223206990593e-07,7252,6865
"Srsf7","225027",16,1.02002633876355e-06,12282,13648.5
"Map4k3","225028",5,1.42230217443727e-07,5042,6270
"Ttc7","225049",7,1.9506395232468e-07,6064,7316
"Fbxo11","225055",6,2.75704034623167e-07,7298,8308.5
"Svil","225115",10,4.06106778994239e-07,8856,9436.5
"Wac","225131",4,1.65668549511603e-07,5497,6755
"Gjd4","225152",1,3.07810412179689e-08,1828,1184
"Thoc1","225160",10,4.49427443785302e-07,9244,10658.5
"Mib1","225164",1,5.05148320134313e-08,2538.5,903.5
"Rbbp8","225182",13,8.12461348948821e-07,11433,12470
"Ankrd29","225187",13,1.18749190843049e-06,12795,12009
"Hrh4","225192",1,3.76096056738152e-08,2156,943
"Zfp521","225207",30,3.13578034056205e-06,15619,16366
"Rsl24d1","225215",5,2.24536376323257e-07,6545,7047
"Klhl14","225266",4,2.45813675523242e-07,6880,8215
"Ino80c","225280",2,2.94282492652103e-08,1699,2904
"Rprd1a","225283",4,8.45741945206039e-08,3663,4872
"Fhod3","225288",28,4.67664687193726e-06,16355,16579.5
"Pik3c3","225326",3,1.07861181384504e-07,4259,5128
"Ammecr1l","225339",7,3.05165758969838e-07,7726,8290
"Lims2","225341",16,1.05911316542731e-06,12414,13639.5
"Wdr36","225348",5,3.52302542261755e-07,8287,7165.5
"Reep2","225362",6,1.98875106425264e-07,6120,7414
"Etf1","225363",6,2.77522076630873e-07,7334,8346.5
"Apbb3","225372",0,0,335.5,335.5
"Rell2","225392",5,1.25695806046033e-07,4690,5510
"Rbm27","225432",2,2.94282492652103e-08,1699,2904
"Gm94","225443",5,7.93873494940986e-07,11366,10271
"Pggt1b","225467",2,2.94282492652103e-08,1699,2904
"Fam170a","225497",1,1.80346326264178e-08,1460.5,1475.5
"Prdm6","225518",7,4.29712434561398e-07,9067,10471
"Cep120","225523",1,1.34210324435207e-08,946,1879
"A730017C20Rik","225583",15,2.76109801916205e-06,15347,15538.5
"Pde6a","225600",3,1.44766560109362e-07,5101.5,6258.5
"Sh3tc2","225608",10,2.0719686587224e-06,14616,13213
"Onecut2","225631",17,2.01168890887348e-06,14522,15039.5
"Alpk2","225638",11,1.33053580841406e-06,13185,12163
"Grp","225642",18,2.3860161422322e-05,17473,17094.5
"Cplx4","225644",3,1.44766560109362e-07,5101.5,6258.5
"Mppe1","225651",5,2.35800042547322e-07,6720,7979
"Slmo1","225655",5,2.31917273648559e-07,6649,7352.5
"Cep76","225659",13,1.19362987758108e-06,12814,13597.5
"Mapk4","225724",7,3.11470423482502e-07,7823,8893
"St8sia5","225742",5,4.38506845060895e-07,9149,9758
"Rnf165","225743",8,2.46826613223026e-07,6889,8439
"Haus1","225745",6,5.07085951687245e-07,9715,10623.5
"Zadh2","225791",3,1.39996895267536e-07,5002,4262
"Cd226","225825",5,4.61476537473399e-07,9344,8987
"Pla2g16","225845",37,5.28428238169209e-06,16526,16744.5
"Ppp2r5b","225849",5,1.21129309420285e-07,4608,6067.5
"Snx32","225861",5,1.18543125042116e-07,4546,5996.5
"Catsper1","225865",1,1.80346326264178e-08,1460.5,1475.5
"Rin1","225870",17,1.73436932201234e-06,14086,14341
"Npas4","225872",5,2.34747660927128e-06,14938,14625
"Lrfn4","225875",5,8.29776512368179e-07,11521,5447
"Kdm2a","225876",5,1.22464751166102e-07,4632,5617
"BC021614","225884",15,9.55473333868107e-07,12034,13295
"Ndufs8","225887",8,5.01754532847471e-07,9664,9862
"Suv420h1","225888",3,6.14586745818535e-08,2948.5,3653.5
"Taf6l","225895",1,1.34210324435207e-08,946,1879
"Ubxn1","225896",3,2.20607357230414e-07,6472.5,5110.5
"Eml3","225898",5,1.6951231868597e-07,5569,6805
"Myrf","225908",7,3.51760918146165e-07,8282,9436.5
"Cyb561a3","225912",7,2.58626505017725e-07,7056,8518.5
"Tkfc","225913",8,1.73210172733451e-07,5642,7386.5
"Oosp2","225922",2,1.1164997771288e-07,4364,4324
"Oosp3","225923",3,7.09735127228237e-08,3280.5,3856.5
"Patl1","225929",1,1.34210324435207e-08,946,1879
"Nmrk1","225994",7,4.00294851139792e-07,8798,7844.5
"D030056L22Rik","225995",8,3.89214580292033e-07,8694,9179.5
"Trpm6","225997",12,2.05939531364798e-06,14601,15129
"Rorb","225998",11,4.26484390772036e-06,16201,15492.5
"Abhd17b","226016",5,2.85865152674715e-07,7466,7874
"Trpm3","226025",5,8.19231432630641e-07,11473,9137
